uf75-028 32901 -1 -2 -3 4 -5 6 7 8 -9 -10 11 12 13 14 15 -16 -17 -18 -19 20 -21 -22 23 -24 25 26 -27 28 29 30 -31 32 -33 34 -35 36 -37 -38 -39 40 41 -42 43 44 45 -46 47 -48 -49 50 51 -52 53 54 55 56 -57 -58 59 -60 61 62 63 -64 65 66 67 -68 69 -70 71 -72 73 -74 75 0
uf75-029 104136 -1 -2 -3 -4 -5 6 7 8 9 10 -11 -12 13 -14 15 16 -17 -18 19 20 -21 22 -23 24 -25 -26 -27 28 29 30 -31 -32 -33 -34 -35 36 37 38 39 40 41 42 43 -44 -45 46 47 48 -49 50 51 52 53 -54 -55 56 -57 58 59 60 -61 62 -63 -64 -65 -66 -67 68 69 70 -71 -72 -73 -74 -75 0
uf75-02 104451 -1 2 3 -4 -5 -6 7 -8 9 -10 11 12 13 -14 15 16 17 18 -19 20 -21 -22 23 24 25 26 27 -28 29 30 31 -32 33 34 -35 -36 -37 38 -39 -40 41 42 -43 -44 -45 46 -47 48 49 50 51 -52 53 -54 -55 56 57 -58 59 -60 61 62 63 64 -65 66 67 -68 69 -70 -71 -72 73 74 75 0
uf75-030 33408 -1 2 -3 4 -5 -6 -7 -8 -9 -10 -11 12 13 -14 -15 16 -17 -18 19 -20 21 -22 -23 -24 25 -26 27 28 -29 30 31 32 -33 -34 35 36 -37 -38 -39 -40 -41 -42 43 -44 -45 -46 47 -48 -49 50 -51 52 -53 -54 55 56 -57 58 59 60 -61 -62 -63 -64 65 66 -67 -68 69 70 -71 -72 -73 -74 -75 0
uf75-031 51780 1 2 3 4 -5 -6 -7 8 9 10 11 12 -13 14 15 -16 17 -18 -19 20 -21 22 -23 24 -25 -26 -27 -28 29 -30 31 -32 -33 34 -35 36 -37 38 -39 -40 -41 42 43 -44 45 46 -47 -48 49 -50 51 -52 53 54 -55 -56 -57 58 -59 -60 61 -62 63 -64 -65 66 -67 -68 -69 -70 71 72 -73 74 -75 0
uf75-032 30280 -1 2 -3 -4 -5 6 -7 8 9 10 -11 12 13 14 -15 -16 17 -18 19 20 -21 -22 23 24 25 -26 27 28 -29 -30 31 32 33 34 35 -36 37 38 -39 -40 -41 42 -43 -44 -45 46 -47 48 -49 50 -51 52 53 54 -55 56 57 -58 59 60 -61 -62 63 64 65 -66 67 -68 -69 70 71 72 73 -74 -75 0
uf75-033 128875 1 2 3 -4 -5 -6 -7 8 -9 10 -11 -12 -13 14 15 16 17 18 -19 -20 -21 22 -23 -24 -25 -26 27 28 29 30 31 -32 33 -34 35 36 -37 38 39 40 -41 42 43 -44 -45 -46 47 48 -49 50 51 -52 53 54 55 56 57 -58 -59 60 -61 -62 63 64 65 66 67 -68 69 70 71 -72 -73 74 75 0
uf75-034 92384 -1 2 -3 4 5 6 -7 8 9 10 11 12 -13 14 -15 16 -17 18 -19 -20 21 22 -23 -24 25 -26 -27 28 29 -30 31 32 33 -34 35 -36 37 38 39 40 -41 -42 -43 -44 45 -46 -47 48 49 -50 51 -52 -53 54 -55 56 -57 -58 -59 -60 -61 -62 -63 -64 -65 -66 -67 68 -69 70 71 -72 73 -74 -75 0
uf75-035 82911 -1 -2 3 4 -5 -6 7 8 -9 -10 -11 12 -13 14 15 16 17 -18 -19 -20 -21 22 -23 24 25 26 27 28 -29 30 31 32 33 -34 35 36 37 38 39 40 41 -42 -43 44 45 46 -47 -48 49 50 -51 -52 -53 -54 -55 -56 -57 58 59 60 61 62 -63 -64 65 -66 67 -68 69 70 -71 72 -73 74 -75 0
uf75-036 23888 1 -2 3 -4 -5 6 7 -8 9 10 11 12 13 14 15 16 17 -18 -19 20 -21 -22 23 24 25 -26 -27 28 -29 -30 31 32 33 34 35 36 -37 38 -39 40 -41 42 -43 -44 45 46 -47 48 -49 -50 -51 -52 53 54 -55 -56 -57 58 -59 60 61 62 63 64 65 66 67 -68 69 70 71 -72 -73 74 -75 0
uf75-037 22753 -1 2 -3 -4 5 -6 -7 -8 -9 10 -11 -12 -13 14 15 -16 17 -18 -19 20 21 22 23 24 25 26 27 28 -29 -30 31 32 -33 34 35 36 -37 -38 39 40 41 42 -43 -44 45 46 47 48 49 50 51 52 -53 54 55 56 57 58 59 -60 -61 -62 63 64 -65 66 -67 68 -69 -70 71 72 -73 -74 -75 0
uf75-038 18207 -1 2 3 4 5 -6 -7 8 -9 10 -11 -12 13 14 -15 16 -17 -18 -19 20 -21 22 23 24 25 26 27 28 29 -30 31 32 -33 34 35 -36 -37 -38 -39 -40 41 -42 43 44 45 46 47 -48 -49 -50 -51 52 -53 -54 -55 56 -57 -58 -59 60 61 62 63 64 65 66 67 -68 -69 70 71 -72 73 -74 -75 0
uf75-039 43349 1 -2 3 -4 -5 -6 -7 8 -9 -10 11 -12 13 14 15 -16 17 -18 19 20 -21 -22 23 24 25 26 -27 28 29 30 31 32 -33 34 -35 36 37 38 39 -40 41 42 43 44 -45 -46 -47 48 -49 -50 -51 52 53 -54 -55 56 57 58 59 -60 61 -62 63 64 65 66 -67 -68 -69 70 71 72 -73 74 -75 0
uf75-03 4579 -1 -2 -3 -4 -5 6 -7 -8 -9 10 -11 -12 13 14 -15 -16 -17 -18 19 20 21 22 23 -24 -25 -26 27 -28 29 -30 31 -32 33 34 -35 36 37 38 39 40 -41 42 43 -44 -45 -46 -47 48 49 -50 51 -52 53 -54 -55 56 57 58 59 60 61 -62 63 -64 65 -66 67 68 69 -70 71 -72 -73 -74 -75 0
uf75-040 19794 -1 2 -3 4 5 -6 7 8 9 -10 11 12 13 14 15 16 17 18 -19 20 21 22 23 -24 -25 -26 -27 -28 -29 30 31 -32 33 -34 -35 -36 37 -38 -39 40 -41 42 43 -44 45 -46 47 -48 -49 -50 51 52 -53 54 -55 56 57 -58 -59 -60 61 -62 63 -64 -65 66 -67 -68 69 -70 71 72 73 -74 -75 0
uf75-041 13665 1 -2 3 -4 5 6 -7 -8 -9 -10 11 12 13 -14 -15 16 -17 18 19 -20 -21 -22 -23 24 25 26 -27 -28 29 30 31 -32 -33 34 35 36 37 -38 -39 40 -41 42 -43 44 -45 -46 47 48 -49 -50 -51 52 -53 54 55 56 -57 58 59 60 -61 62 -63 -64 -65 66 -67 68 -69 70 -71 72 73 74 75 0
uf75-042 110737 1 -2 -3 -4 -5 6 7 -8 9 10 11 12 -13 14 15 -16 -17 18 19 -20 21 -22 -23 -24 25 26 27 28 29 -30 31 -32 -33 34 -35 36 -37 38 -39 -40 -41 -42 -43 -44 45 46 -47 48 49 -50 -51 52 -53 54 55 56 -57 58 59 -60 -61 -62 63 -64 -65 -66 67 -68 69 -70 -71 72 -73 -74 75 0
uf75-043 107616 1 -2 3 4 5 6 7 -8 -9 -10 -11 12 13 14 -15 -16 17 18 -19 20 21 22 -23 -24 -25 -26 27 28 29 30 31 32 33 -34 35 36 37 38 39 40 41 42 43 -44 45 46 47 48 -49 50 -51 52 53 -54 55 56 -57 58 59 -60 61 -62 63 -64 65 -66 -67 68 -69 -70 71 -72 -73 74 75 0
uf75-044 20474 1 2 3 4 -5 -6 -7 -8 -9 -10 -11 12 -13 14 -15 -16 -17 18 -19 -20 -21 -22 23 -24 25 26 27 28 -29 -30 -31 -32 33 34 35 36 37 38 -39 40 41 42 -43 -44 45 -46 -47 -48 49 -50 51 52 53 54 55 -56 57 -58 -59 60 61 -62 -63 64 -65 66 67 68 -69 -70 -71 -72 73 74 75 0
uf75-045 105159 -1 -2 -3 -4 -5 -6 7 -8 9 10 -11 -12 13 -14 15 16 -17 -18 19 20 -21 22 23 24 25 -26 27 -28 -29 30 31 -32 33 -34 35 36 37 38 -39 -40 -41 -42 -43 44 -45 -46 -47 48 49 -50 51 -52 -53 54 55 56 57 -58 59 60 61 62 -63 64 -65 66 -67 68 69 -70 71 -72 -73 74 -75 0
uf75-046 10257 1 -2 3 4 -5 -6 7 -8 9 -10 -11 -12 -13 14 15 -16 -17 -18 -19 -20 21 22 23 24 25 -26 -27 28 -29 30 -31 -32 -33 34 35 36 37 38 39 -40 -41 -42 43 44 45 -46 47 -48 -49 -50 51 52 53 54 55 -56 -57 -58 59 60 61 62 -63 64 -65 -66 -67 -68 69 70 71 72 -73 74 -75 0
uf75-047 101300 1 2 3 4 -5 6 -7 -8 -9 -10 -11 12 13 -14 -15 -16 17 18 -19 -20 -21 -22 23 24 -25 -26 -27 28 -29 -30 31 -32 33 34 35 36 37 -38 -39 40 -41 42 43 -44 45 46 -47 48 49 50 51 -52 -53 -54 55 56 57 58 -59 -60 61 62 -63 64 -65 -66 -67 68 69 -70 71 72 -73 74 -75 0
uf75-048 77660 1 2 -3 4 -5 -6 -7 -8 -9 10 11 -12 13 14 -15 16 -17 18 19 -20 -21 -22 23 24 -25 26 -27 -28 -29 -30 -31 32 33 -34 35 36 37 -38 -39 -40 -41 42 43 44 45 46 47 -48 -49 -50 -51 -52 -53 -54 -55 -56 -57 58 59 60 61 62 63 64 -65 66 -67 68 -69 70 -71 72 -73 -74 75 0
uf75-049 113088 1 2 3 -4 -5 -6 -7 8 -9 -10 -11 12 13 -14 15 16 17 -18 -19 20 21 22 23 24 25 -26 27 28 29 -30 31 32 -33 34 35 36 -37 -38 39 40 41 42 43 -44 -45 -46 47 48 49 -50 51 -52 53 54 55 56 -57 58 -59 60 -61 -62 -63 64 -65 66 67 68 69 70 -71 -72 73 74 75 0
uf75-04 17075 -1 2 -3 -4 -5 6 -7 8 -9 10 11 -12 13 -14 15 16 -17 -18 19 20 -21 22 23 24 25 26 27 28 29 -30 31 32 33 -34 -35 -36 37 -38 39 40 41 -42 43 -44 45 46 -47 -48 -49 -50 51 -52 53 -54 -55 56 57 -58 59 -60 61 62 63 64 65 -66 67 68 69 -70 71 -72 73 -74 75 0
uf75-050 76526 1 2 3 -4 -5 -6 -7 -8 -9 10 11 12 -13 14 -15 16 17 -18 -19 20 -21 -22 23 24 -25 26 27 28 29 -30 31 32 33 -34 35 -36 37 38 39 40 -41 42 -43 -44 45 46 47 -48 49 50 -51 -52 53 54 55 -56 57 58 -59 60 61 -62 63 64 65 66 -67 -68 69 70 71 72 -73 74 -75 0
uf75-051 17073 -1 2 3 4 5 -6 7 8 9 -10 11 -12 13 -14 -15 -16 17 18 19 -20 21 -22 -23 24 -25 -26 -27 28 -29 30 31 -32 -33 34 -35 36 37 -38 -39 40 41 -42 43 -44 45 46 -47 48 49 50 51 52 -53 -54 55 56 -57 -58 -59 60 61 -62 63 64 -65 66 67 68 -69 70 -71 72 -73 74 -75 0
uf75-052 29952 -1 2 -3 4 5 6 -7 -8 -9 10 -11 12 13 -14 -15 16 17 18 -19 -20 21 22 -23 -24 -25 -26 27 -28 -29 30 31 32 33 -34 -35 36 -37 38 -39 40 41 42 43 -44 45 -46 -47 48 49 50 -51 -52 -53 54 55 -56 57 -58 -59 60 -61 62 63 -64 -65 -66 67 -68 69 70 -71 -72 -73 -74 75 0
uf75-053 49184 1 2 -3 -4 -5 6 7 8 9 10 11 -12 13 -14 15 16 -17 -18 19 -20 -21 22 23 24 25 -26 27 28 -29 30 31 -32 -33 34 35 36 -37 -38 -39 -40 41 -42 43 44 45 -46 47 -48 -49 -50 -51 -52 53 -54 -55 -56 57 58 59 60 61 -62 -63 64 65 66 67 -68 69 70 71 72 73 -74 -75 0
uf75-054 70486 -1 -2 3 4 5 6 7 -8 -9 -10 11 -12 13 14 -15 -16 17 -18 19 20 21 22 23 24 25 26 -27 -28 29 -30 -31 -32 -33 34 35 -36 -37 -38 39 40 41 -42 43 -44 -45 -46 47 48 49 50 -51 52 53 -54 -55 56 -57 58 -59 60 -61 -62 -63 -64 -65 66 67 -68 69 70 71 -72 73 74 -75 0
uf75-055 11394 1 -2 -3 4 -5 -6 7 8 9 -10 11 -12 13 -14 15 16 17 18 19 -20 -21 -22 23 24 25 -26 -27 28 29 30 31 32 33 34 -35 -36 -37 38 39 40 41 -42 -43 -44 -45 -46 47 -48 -49 50 51 -52 -53 -54 55 -56 57 -58 59 60 -61 -62 -63 64 -65 66 -67 68 -69 70 71 72 73 -74 -75 0
uf75-056 47528 1 -2 3 -4 -5 6 -7 -8 -9 10 11 12 13 14 -15 -16 17 -18 19 20 21 22 -23 24 25 26 -27 -28 29 -30 -31 32 33 34 -35 -36 37 38 -39 40 41 -42 43 44 -45 46 -47 48 49 -50 51 -52 -53 -54 55 56 -57 -58 -59 60 61 -62 -63 64 -65 -66 -67 -68 69 70 -71 72 73 74 -75 0
uf75-057 18202 -1 2 3 4 -5 6 -7 -8 -9 10 -11 12 -13 -14 -15 16 17 -18 19 20 -21 -22 -23 24 25 -26 -27 28 -29 30 -31 -32 -33 -34 35 36 37 -38 -39 -40 41 42 -43 44 45 -46 47 -48 -49 50 -51 52 -53 -54 -55 56 -57 58 -59 60 61 62 63 -64 65 66 67 68 -69 70 -71 72 -73 -74 -75 0
uf75-058 90641 1 2 -3 -4 -5 6 7 8 9 10 -11 12 -13 -14 -15 16 -17 -18 -19 20 -21 -22 23 -24 25 26 27 -28 -29 30 31 32 33 -34 35 -36 -37 38 39 40 41 42 43 44 -45 -46 47 -48 49 -50 51 52 -53 54 -55 56 57 58 59 60 -61 -62 63 64 65 66 -67 68 -69 70 71 -72 73 -74 -75 0
uf75-059 82143 1 -2 -3 -4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 20 -21 -22 23 -24 25 26 27 -28 -29 30 -31 -32 33 -34 35 -36 -37 38 -39 40 41 42 -43 44 -45 46 47 48 -49 -50 51 52 53 -54 55 -56 57 -58 -59 60 61 62 63 64 65 -66 67 68 69 -70 71 72 -73 -74 75 0
uf75-05 20859 -1 2 -3 -4 5 6 7 8 -9 10 11 -12 -13 14 -15 -16 17 18 -19 20 21 22 23 24 -25 -26 -27 -28 29 30 31 32 33 34 35 -36 -37 -38 39 40 -41 42 43 -44 -45 46 47 -48 49 -50 51 52 -53 -54 55 56 57 58 59 60 61 -62 -63 -64 -65 66 -67 -68 69 70 -71 -72 73 -74 75 0
uf75-060 53611 -1 2 -3 4 5 -6 -7 8 9 -10 -11 12 13 -14 15 16 17 -18 19 20 -21 -22 -23 -24 -25 26 -27 -28 -29 -30 -31 -32 33 34 35 36 37 38 -39 40 -41 -42 -43 44 45 46 47 48 -49 -50 -51 52 -53 54 55 56 57 58 59 -60 61 62 -63 64 65 -66 -67 -68 69 70 71 72 73 -74 -75 0
uf75-061 94316 1 -2 3 4 5 6 -7 8 9 10 -11 -12 13 -14 -15 16 17 -18 19 -20 21 -22 -23 24 25 -26 -27 28 -29 -30 -31 32 -33 -34 -35 -36 37 38 -39 40 -41 42 -43 44 -45 -46 47 48 -49 50 51 52 53 54 55 56 57 58 59 -60 -61 -62 -63 64 -65 66 -67 -68 -69 -70 71 72 73 -74 -75 0
uf75-062 15026 1 2 -3 -4 5 6 7 -8 9 -10 11 12 13 14 -15 16 -17 18 19 -20 -21 -22 23 -24 -25 -26 -27 -28 -29 -30 31 32 33 34 -35 36 37 -38 -39 -40 41 -42 -43 44 45 46 47 48 -49 -50 51 52 -53 -54 -55 -56 -57 -58 59 60 -61 62 -63 64 -65 66 67 -68 69 -70 71 72 73 74 75 0
uf75-063 76851 1 -2 3 -4 5 6 -7 8 -9 10 11 -12 13 -14 15 -16 -17 -18 -19 -20 21 22 23 -24 25 -26 -27 -28 29 -30 31 -32 33 -34 35 36 37 38 -39 40 41 42 43 44 45 -46 -47 48 -49 -50 51 -52 -53 -54 -55 -56 57 58 59 -60 61 -62 -63 64 -65 66 -67 -68 -69 70 -71 72 -73 -74 75 0
uf75-064 102556 -1 2 3 -4 5 6 7 8 9 -10 11 12 -13 -14 -15 -16 17 18 19 20 -21 -22 23 24 25 26 27 28 29 -30 -31 32 -33 34 -35 -36 37 38 39 -40 41 -42 43 -44 -45 46 47 -48 -49 -50 -51 52 53 -54 55 -56 -57 -58 -59 60 -61 -62 -63 -64 -65 66 -67 68 69 70 -71 -72 73 -74 -75 0
uf75-065 61247 -1 -2 -3 -4 -5 6 7 -8 -9 10 11 12 -13 -14 15 -16 17 18 19 20 21 22 -23 -24 25 26 27 28 -29 -30 31 -32 -33 -34 -35 -36 -37 -38 39 -40 -41 -42 -43 -44 -45 46 47 -48 49 -50 -51 -52 53 54 -55 -56 57 58 59 -60 61 62 -63 64 -65 66 -67 68 -69 -70 -71 -72 73 74 75 0
uf75-066 92241 1 2 -3 4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 19 -20 -21 -22 23 24 -25 -26 27 28 29 -30 -31 -32 33 -34 -35 -36 37 -38 39 40 41 -42 43 44 -45 46 -47 48 49 50 -51 52 53 54 55 -56 57 58 59 60 61 62 -63 64 65 66 67 -68 -69 70 71 -72 -73 74 75 0
uf75-067 27288 1 -2 -3 4 -5 6 -7 -8 -9 -10 11 12 -13 -14 15 16 -17 18 -19 -20 21 22 23 -24 25 -26 27 28 -29 30 -31 -32 -33 34 -35 36 -37 -38 -39 40 -41 -42 43 -44 -45 -46 47 -48 49 50 -51 -52 -53 54 -55 56 57 58 59 -60 61 -62 63 64 65 66 -67 68 -69 -70 71 -72 73 74 75 0
uf75-068 136557 -1 2 3 -4 -5 6 7 8 9 -10 11 -12 13 14 15 16 -17 -18 19 20 -21 22 23 24 -25 -26 27 28 29 -30 31 32 33 -34 -35 36 37 38 -39 40 41 -42 43 44 -45 -46 47 -48 49 50 51 52 53 -54 -55 -56 -57 58 -59 60 61 62 -63 -64 -65 66 67 68 69 -70 71 72 73 74 -75 0
uf75-069 90709 1 -2 -3 4 -5 6 7 8 -9 10 -11 12 13 -14 -15 16 17 -18 -19 -20 -21 22 -23 24 25 -26 27 -28 29 30 31 32 33 -34 35 36 37 38 39 -40 41 -42 -43 -44 45 -46 -47 48 -49 -50 -51 -52 53 -54 -55 -56 57 58 59 60 -61 62 63 64 65 66 67 -68 -69 -70 -71 72 -73 74 75 0
uf75-06 81172 1 2 -3 -4 -5 6 7 8 -9 -10 -11 -12 13 14 15 16 -17 -18 -19 20 21 22 -23 -24 25 26 27 28 -29 30 -31 32 33 34 -35 36 37 38 39 -40 41 42 43 -44 -45 46 -47 -48 -49 50 51 -52 -53 -54 55 56 -57 -58 59 60 61 62 63 64 -65 -66 67 -68 -69 -70 -71 72 73 74 75 0
uf75-070 55572 -1 -2 3 -4 5 6 7 8 9 10 11 -12 13 -14 15 16 17 -18 -19 -20 -21 22 -23 24 25 26 27 28 29 -30 31 32 -33 34 -35 36 37 -38 39 40 41 -42 -43 44 45 -46 -47 -48 -49 -50 -51 -52 53 54 -55 56 57 58 59 -60 -61 62 63 64 65 66 67 -68 -69 -70 71 -72 73 74 -75 0
uf75-071 121291 -1 2 3 4 5 6 -7 8 9 -10 11 12 13 14 -15 -16 -17 -18 19 20 21 22 -23 24 25 26 27 28 -29 30 -31 -32 33 34 35 -36 37 38 39 40 41 -42 -43 -44 45 46 47 -48 -49 -50 51 -52 -53 -54 -55 -56 -57 -58 -59 60 -61 -62 -63 64 -65 -66 67 -68 -69 -70 -71 -72 73 74 75 0
uf75-072 112987 1 2 -3 -4 -5 -6 7 8 -9 10 11 -12 13 14 15 -16 -17 18 -19 20 21 22 -23 -24 -25 26 -27 28 -29 30 31 32 -33 -34 35 -36 -37 38 39 40 -41 -42 43 44 45 -46 47 -48 -49 50 -51 52 53 54 -55 56 -57 -58 -59 -60 61 62 63 -64 -65 -66 -67 68 -69 -70 71 -72 -73 74 75 0
uf75-073 157829 1 2 3 4 -5 6 7 8 -9 10 -11 12 13 14 -15 -16 -17 -18 -19 20 -21 -22 23 -24 -25 -26 27 28 -29 30 31 32 33 -34 -35 36 37 38 39 40 -41 42 -43 44 45 46 -47 48 49 -50 -51 -52 53 54 55 -56 -57 58 59 60 61 62 63 64 65 -66 -67 68 69 -70 -71 -72 73 74 75 0
